keyword_id,keyword,search_volume,cluster_id,is_noise,cluster_size,representative_keyword,cluster_total_volume,membership_probability,cluster_avg_probability
111,home appliances china,40,44,false,16,ikea china,1420,1.0,0.938969
112,taobao marketplace,140,12,false,47,taobao mall,19270,0.396278,0.622651
113,china home appliances,40,44,false,16,ikea china,1420,1.0,0.938969
115,what is kwai,260,62,false,57,china market,39670,0.713605,0.935614
116,china kwai,40,62,false,57,china market,39670,0.714733,0.935614
118,middle class china,260,9,false,24,average wage china,29410,1.0,0.800411
120,china most popular social media,70,35,false,107,chinese social media,16720,1.0,0.976552
122,social medias banned in china,90,35,false,107,chinese social media,16720,1.0,0.976552
127,etoc,480,55,false,25,wofe,3350,1.0,0.756131
136,apps like taobao,40,12,false,47,taobao mall,19270,1.0,0.622651
137,tmall stores,30,11,false,36,tmall site,21260,0.66102,0.781541
138,china mobile advertising,30,63,false,15,chinese advertising,1490,1.0,0.968289
140,social media marketing china,110,35,false,107,chinese social media,16720,1.0,0.976552
141,tmall english,260,11,false,36,tmall site,21260,0.601535,0.781541
142,chinese consumer behaviour,20,50,false,29,what is 996 culture,1920,1.0,0.582862
143,social media agency china,50,64,false,23,digital marketing agency in china,2240,1.0,0.882914
144,tmall shopping,30,11,false,36,tmall site,21260,0.89209,0.781541
145,douyin definition,590,38,false,39,douyin,119660,1.0,0.714357
146,douyin ecommerce,70,-1,true,239,sogou,43770,0.0,0.0
147,tmall vs taobao,70,12,false,47,taobao mall,19270,0.126734,0.622651
148,best social media in china,40,35,false,107,chinese social media,16720,1.0,0.976552
149,china search engine marketing,50,5,false,52,chinese search engine,18000,1.0,0.908227
151,chinese marketplace app,320,54,false,15,chinese marketplace app,2030,0.613836,0.939107
154,pet food market in china,30,57,false,38,china market food,4690,0.736743,0.848422
155,social media platform china,70,35,false,107,chinese social media,16720,1.0,0.976552
159,wechat agent,40,28,false,182,hylink,55540,1.0,0.981933
160,china ecommerce agency,50,52,false,76,china cross,12460,0.467051,0.704906
163,taobao popmart,40,8,false,17,popmart chinese,9430,0.51354,0.882817
178,tmall online store,70,11,false,36,tmall site,21260,1.0,0.781541
181,yunji app,70,51,false,51,jing dong,19110,0.27896,0.639117
182,weibo ads,50,24,false,55,weidian,12300,1.0,0.896853
185,taobao live,90,12,false,47,taobao mall,19270,0.537509,0.622651
188,tmall site,4400,11,false,36,tmall site,21260,1.0,0.781541
199,consulting in china,30,30,false,33,guanxi,4300,1.0,0.657557
203,does china still require animal testing,30,-1,true,239,sogou,43770,0.0,0.0
209,china and animal testing,110,-1,true,239,sogou,43770,0.0,0.0
210,wechat marketing strategy,40,28,false,182,hylink,55540,1.0,0.981933
211,does china require animal testing,40,-1,true,239,sogou,43770,0.0,0.0
212,china 618,70,62,false,57,china market,39670,0.866018,0.935614
213,china cosmetic industry,70,49,false,61,chinese beauty brands,7930,0.630329,0.873949
214,1688/2,50,45,false,16,vipshop,3150,0.97434,0.998396
215,wechat marketing china,30,28,false,182,hylink,55540,1.0,0.981933
216,douyin influencers,110,38,false,39,douyin,119660,0.559855,0.714357
221,china live streaming apps,90,42,false,35,chinese streaming platforms,3380,0.380008,0.741336
222,internet advertising in china,20,-1,true,239,sogou,43770,0.0,0.0
226,electronic shopping in china,70,59,false,21,chinese online shopping,12160,1.0,0.891961
230,baozun inc,30,46,false,18,baozun,1760,1.0,1.0
237,nasdaq: bzun,90,46,false,18,baozun,1760,1.0,1.0
239,nasdaq:bzun,90,46,false,18,baozun,1760,1.0,1.0
243,baozun,390,46,false,18,baozun,1760,1.0,1.0
251,bzun,320,46,false,18,baozun,1760,1.0,1.0
255,baozun asia,30,46,false,18,baozun,1760,1.0,1.0
268,lululemon china stores,70,-1,true,239,sogou,43770,0.0,0.0
273,digital marketing agencies china,170,64,false,23,digital marketing agency in china,2240,0.942605,0.882914
277,livestream china,50,42,false,35,chinese streaming platforms,3380,1.0,0.741336
278,chinese marketing agencies,70,65,false,23,china marketing agency,1450,0.710933,0.90367
280,china marketing agency,110,65,false,23,china marketing agency,1450,0.937469,0.90367
282,chinese live streaming platform,30,42,false,35,chinese streaming platforms,3380,0.56811,0.741336
283,marketing company china,30,-1,true,239,sogou,43770,0.0,0.0
284,china marketing companies,20,-1,true,239,sogou,43770,0.0,0.0
285,live streaming china,40,42,false,35,chinese streaming platforms,3380,1.0,0.741336
286,marketing companies in china,30,-1,true,239,sogou,43770,0.0,0.0
287,marketing agencies in china,110,65,false,23,china marketing agency,1450,0.937469,0.90367
288,live stream chinese,50,42,false,35,chinese streaming platforms,3380,1.0,0.741336
289,marketing agency china,110,65,false,23,china marketing agency,1450,0.767899,0.90367
290,marketing company in china,30,-1,true,239,sogou,43770,0.0,0.0
291,chinese digital marketing agencies,40,64,false,23,digital marketing agency in china,2240,1.0,0.882914
292,china ad agency,70,65,false,23,china marketing agency,1450,1.0,0.90367
293,china live streaming app,110,42,false,35,chinese streaming platforms,3380,0.656402,0.741336
294,agency marketing china,110,-1,true,239,sogou,43770,0.0,0.0
295,digital agency in china,70,64,false,23,digital marketing agency in china,2240,0.886207,0.882914
296,social marketing agency china,50,64,false,23,digital marketing agency in china,2240,0.878749,0.882914
298,china marketing agencies,110,65,false,23,china marketing agency,1450,0.655617,0.90367
305,chinese influencers,480,3,false,22,chinese influencers,2450,1.0,0.810303
309,is douyin tiktok,70,29,false,14,douyin/tiktok,3150,1.0,0.945894
312,toys market in china,30,61,false,22,barbie china,2320,0.827019,0.910778
326,china's luxury market,720,68,false,26,luxury goods china,9540,0.660692,0.759174
329,luxury goods market in china,140,68,false,26,luxury goods china,9540,1.0,0.759174
335,luxury goods market china,140,68,false,26,luxury goods china,9540,1.0,0.759174
337,hylink,22200,28,false,182,hylink,55540,1.0,0.981933
343,costco in china,1900,34,false,26,costco china,14700,0.973352,0.692672
349,chinese social media,1300,35,false,107,chinese social media,16720,1.0,0.976552
351,kol market,30,62,false,57,china market,39670,0.659535,0.935614
354,can you use social media in china,30,35,false,107,chinese social media,16720,1.0,0.976552
356,wechat channel,170,28,false,182,hylink,55540,1.0,0.981933
360,search engine market share china,50,5,false,52,chinese search engine,18000,1.0,0.908227
361,china market entry strategy,90,56,false,29,marketing kol,4290,1.0,0.70558
363,chinese online marketplace,260,54,false,15,chinese marketplace app,2030,1.0,0.939107
364,what apps are allowed in china,30,35,false,107,chinese social media,16720,1.0,0.976552
367,china payment system,90,26,false,34,payment in china,2240,1.0,0.786265
368,alibaba singles day sales,40,19,false,25,single day 2025,7500,0.781728,0.885399
370,www jd com china,30,51,false,51,jing dong,19110,0.560208,0.639117
372,key opinion leader in chinese,30,3,false,22,chinese influencers,2450,0.54293,0.810303
373,jd chinese company,50,51,false,51,jing dong,19110,0.44772,0.639117
375,most used app in china,30,35,false,107,chinese social media,16720,1.0,0.976552
376,jing dong,5400,51,false,51,jing dong,19110,0.65404,0.639117
377,singles day sales alibaba,40,19,false,25,single day 2025,7500,0.781728,0.885399
378,china jd,590,51,false,51,jing dong,19110,0.578718,0.639117
380,jingdong shopping,40,51,false,51,jing dong,19110,0.65404,0.639117
383,taobao best sellers,30,12,false,47,taobao mall,19270,0.508278,0.622651
388,alibaba singles day,50,19,false,25,single day 2025,7500,0.781728,0.885399
393,does china require animal testing for cosmetics,30,-1,true,239,sogou,43770,0.0,0.0
409,qihoo search engine,30,5,false,52,chinese search engine,18000,0.382874,0.908227
410,social media app in china,140,35,false,107,chinese social media,16720,1.0,0.976552
411,douyin meaning,2400,38,false,39,douyin,119660,1.0,0.714357
412,wechat company,50,28,false,182,hylink,55540,1.0,0.981933
413,chinese social media platform,260,35,false,107,chinese social media,16720,1.0,0.976552
414,b2b marketing china,30,-1,true,239,sogou,43770,0.0,0.0
415,tmall inc,70,11,false,36,tmall site,21260,0.647661,0.781541
416,b2b marketing in china,30,-1,true,239,sogou,43770,0.0,0.0
417,chinese genz,40,46,false,18,baozun,1760,1.0,1.0
418,chinese consumer behavior,20,50,false,29,what is 996 culture,1920,1.0,0.582862
420,china e commerce platforms,50,52,false,76,china cross,12460,0.797857,0.704906
421,douyin create account,30,-1,true,239,sogou,43770,0.0,0.0
422,china social media agency,50,64,false,23,digital marketing agency in china,2240,0.59912,0.882914
424,chinese e-commerce websites,320,52,false,76,china cross,12460,0.71651,0.704906
425,chinese consumer habits,20,50,false,29,what is 996 culture,1920,0.955784,0.582862
426,china social media apps,140,35,false,107,chinese social media,16720,1.0,0.976552
428,gucci in china,590,69,false,13,gucci in china,2590,1.0,0.975403
430,taobao market,140,12,false,47,taobao mall,19270,1.0,0.622651
431,vip.com china,260,45,false,16,vipshop,3150,1.0,0.998396
432,what is taobao,880,12,false,47,taobao mall,19270,1.0,0.622651
436,miranda qu,40,51,false,51,jing dong,19110,0.496927,0.639117
472,wechat channels,170,28,false,182,hylink,55540,1.0,0.981933
476,china e commerce company,90,52,false,76,china cross,12460,1.0,0.704906
477,koc stands for,20,55,false,25,wofe,3350,1.0,0.756131
479,food delivery app china,70,43,false,15,china food delivery app,2550,1.0,0.997569
480,e commerce company china,90,52,false,76,china cross,12460,1.0,0.704906
482,kol in chinese,30,55,false,25,wofe,3350,0.55229,0.756131
483,wechat business account,50,28,false,182,hylink,55540,1.0,0.981933
485,official accounts wechat,210,28,false,182,hylink,55540,1.0,0.981933
486,china online retailers,70,60,false,15,china retail,4860,1.0,0.998199
487,shopify of china,40,52,false,76,china cross,12460,0.467338,0.704906
489,china live stream,50,42,false,35,chinese streaming platforms,3380,0.908855,0.741336
490,wechat chinese,90,-1,true,239,sogou,43770,0.0,0.0
492,ad agency in china,70,65,false,23,china marketing agency,1450,1.0,0.90367
493,marketing china,210,62,false,57,china market,39670,1.0,0.935614
495,china online marketing,50,-1,true,239,sogou,43770,0.0,0.0
496,chinese streaming platforms,320,42,false,35,chinese streaming platforms,3380,0.2993,0.741336
498,marketing en china,210,-1,true,239,sogou,43770,0.0,0.0
499,what is zhihu,50,32,false,45,xiaohongshu,78650,0.294473,0.660984
500,china streaming,170,42,false,35,chinese streaming platforms,3380,0.656402,0.741336
501,kols china,70,55,false,25,wofe,3350,0.55229,0.756131
502,weibo in china,210,24,false,55,weidian,12300,1.0,0.896853
503,icp license china,170,23,false,22,fliggy,6960,1.0,0.603641
504,advertising agency in china,50,65,false,23,china marketing agency,1450,0.784773,0.90367
505,advertising agencies in china,70,65,false,23,china marketing agency,1450,0.790312,0.90367
507,douyin mall,210,-1,true,239,sogou,43770,0.0,0.0
509,online marketing in china,50,-1,true,239,sogou,43770,0.0,0.0
510,chinese digital marketing agency,40,64,false,23,digital marketing agency in china,2240,1.0,0.882914
511,china agencies,30,65,false,23,china marketing agency,1450,1.0,0.90367
512,china live streamer,40,42,false,35,chinese streaming platforms,3380,0.924622,0.741336
513,chinese live stream,170,42,false,35,chinese streaming platforms,3380,1.0,0.741336
515,advertising company in china,70,-1,true,239,sogou,43770,0.0,0.0
516,china market entry,70,56,false,29,marketing kol,4290,1.0,0.70558
519,market entry china,70,56,false,29,marketing kol,4290,1.0,0.70558
520,douyin shop,50,-1,true,239,sogou,43770,0.0,0.0
523,taobao ecommerce,140,12,false,47,taobao mall,19270,1.0,0.622651
525,mini program in wechat,480,28,false,182,hylink,55540,1.0,0.981933
526,superordinary co,30,-1,true,239,sogou,43770,0.0,0.0
528,superordinary usa,70,-1,true,239,sogou,43770,0.0,0.0
529,wechat mini app,70,27,false,22,wechat mini programs,2410,1.0,0.832545
535,superordinary,1000,-1,true,239,sogou,43770,0.0,0.0
542,mid autumn festival gift,210,7,false,34,chinese new year by sales,4430,0.913792,0.62116
547,rednote ads,30,16,false,28,rednote chinese name,5400,1.0,0.63899
548,china b2b market,30,-1,true,239,sogou,43770,0.0,0.0
549,chinese instagram,390,35,false,107,chinese social media,16720,0.963744,0.976552
550,wechat ads,210,28,false,182,hylink,55540,1.0,0.981933
553,douyin influencer,110,38,false,39,douyin,119660,0.634777,0.714357
555,china equivalent of youtube,70,36,false,28,youtube of china,4150,0.859911,0.773399
557,xiaohongshu ads,70,32,false,45,xiaohongshu,78650,0.47656,0.660984
558,app live stream china,50,42,false,35,chinese streaming platforms,3380,0.550983,0.741336
561,xiao hong shu advertising,40,31,false,17,xiao hong shu,112970,1.0,0.931252
562,streaming service in china,50,42,false,35,chinese streaming platforms,3380,0.656402,0.741336
563,xiaohongshu ad,40,32,false,45,xiaohongshu,78650,1.0,0.660984
564,what is the chinese version of youtube,50,36,false,28,youtube of china,4150,0.815211,0.773399
565,jd worldwide website,50,51,false,51,jing dong,19110,1.0,0.639117
568,china e commerce companies,140,52,false,76,china cross,12460,0.998796,0.704906
571,jingdong mall,590,51,false,51,jing dong,19110,0.65404,0.639117
576,j d com english,50,51,false,51,jing dong,19110,1.0,0.639117
577,alibaba singles day sale,40,19,false,25,single day 2025,7500,0.781728,0.885399
579,jingdong,5400,51,false,51,jing dong,19110,0.65404,0.639117
580,jd.com english,50,51,false,51,jing dong,19110,1.0,0.639117
581,most used apps in china,30,35,false,107,chinese social media,16720,1.0,0.976552
583,jd cn,30,51,false,51,jing dong,19110,1.0,0.639117
586,alibaba single day sales,40,19,false,25,single day 2025,7500,0.781728,0.885399
587,jd mall china,30,11,false,36,tmall site,21260,0.3418,0.781541
588,jd com english,50,51,false,51,jing dong,19110,1.0,0.639117
589,what does jd.com do,140,51,false,51,jing dong,19110,1.0,0.639117
596,create douyin account,20,37,false,12,what is douyin,2840,1.0,1.0
600,social media platforms china,70,35,false,107,chinese social media,16720,1.0,0.976552
601,top social media china,30,35,false,107,chinese social media,16720,1.0,0.976552
602,social media platforms in china,70,35,false,107,chinese social media,16720,1.0,0.976552
604,search engine optimization in china,260,4,false,13,search engine optimization china,2590,0.817871,0.98599
605,douyin interface,90,38,false,39,douyin,119660,0.404729,0.714357
606,baidu serp,40,10,false,17,baidu seo optimization,4080,0.585427,0.824796
607,little red book marketing,30,17,false,48,what is little red book,8520,1.0,0.937275
608,top social media in china,30,35,false,107,chinese social media,16720,1.0,0.976552
609,china red app,70,17,false,48,what is little red book,8520,0.545372,0.937275
610,social media app china,140,35,false,107,chinese social media,16720,1.0,0.976552
611,chinese gen z,40,46,false,18,baozun,1760,1.0,1.0
612,wechat seller,30,28,false,182,hylink,55540,1.0,0.981933
615,xiaohongshu red,50,-1,true,239,sogou,43770,0.0,0.0
616,china e-commerce market,50,52,false,76,china cross,12460,0.985856,0.704906
617,popular social media china,30,35,false,107,chinese social media,16720,1.0,0.976552
618,little red book app in english,50,17,false,48,what is little red book,8520,1.0,0.937275
620,search engine optimization china,260,4,false,13,search engine optimization china,2590,1.0,0.98599
622,off-white in china,30,1,false,26,what does the color red symbolize in china,2640,0.764019,0.894708
628,e commerce china,320,52,false,76,china cross,12460,1.0,0.704906
629,wechat social media marketing,40,35,false,107,chinese social media,16720,0.793854,0.976552
631,cross border ecommerce in china,50,52,false,76,china cross,12460,0.460765,0.704906
632,wechat marketing in china,30,28,false,182,hylink,55540,1.0,0.981933
635,how to sell into china,50,39,false,14,what do we sell to china,1000,1.0,0.916743
636,e commerce companies china,90,52,false,76,china cross,12460,0.911112,0.704906
638,seo china,260,62,false,57,china market,39670,1.0,0.935614
641,jd com e commerce,70,51,false,51,jing dong,19110,0.666348,0.639117
642,selling into china,70,39,false,14,what do we sell to china,1000,1.0,0.916743
644,sell to china,90,39,false,14,what do we sell to china,1000,1.0,0.916743
645,chinese gift giving culture,90,7,false,34,chinese new year by sales,4430,1.0,0.62116
646,what is sina weibo,50,24,false,55,weidian,12300,1.0,0.896853
647,chinese social,90,35,false,107,chinese social media,16720,1.0,0.976552
648,business wechat,140,28,false,182,hylink,55540,1.0,0.981933
652,xiaohongshu customer service,30,32,false,45,xiaohongshu,78650,1.0,0.660984
656,nihub,30,46,false,18,baozun,1760,1.0,1.0
664,enterprise wechat,50,28,false,182,hylink,55540,1.0,0.981933
665,official accounts on wechat,210,28,false,182,hylink,55540,1.0,0.981933
669,alipay mini program,70,27,false,22,wechat mini programs,2410,1.0,0.832545
673,bob kang tiktok,40,15,false,39,china's tiktok,12770,0.404699,0.717361
678,bob kang,50,51,false,51,jing dong,19110,0.320123,0.639117
683,internet marketing in china,50,-1,true,239,sogou,43770,0.0,0.0
686,zhihu in english,30,32,false,45,xiaohongshu,78650,0.352309,0.660984
688,china cross-border e-commerce,40,52,false,76,china cross,12460,0.460765,0.704906
689,icp in china,170,23,false,22,fliggy,6960,1.0,0.603641
691,china live streaming shopping,50,42,false,35,chinese streaming platforms,3380,0.324117,0.741336
693,icp licence china,170,23,false,22,fliggy,6960,1.0,0.603641
694,digital marketing agency in china,170,64,false,23,digital marketing agency in china,2240,1.0,0.882914
695,wechat advertisement,210,28,false,182,hylink,55540,1.0,0.981933
696,cross border e commerce china,50,52,false,76,china cross,12460,0.460765,0.704906
697,wechat shops,50,28,false,182,hylink,55540,1.0,0.981933
698,wechat works,70,28,false,182,hylink,55540,1.0,0.981933
699,wechat advertising,210,28,false,182,hylink,55540,1.0,0.981933
700,china cross border e commerce,40,52,false,76,china cross,12460,0.460765,0.704906
702,china icp license,170,23,false,22,fliggy,6960,1.0,0.603641
703,chinese digital agency,70,64,false,23,digital marketing agency in china,2240,1.0,0.882914
704,wechat china,590,62,false,57,china market,39670,0.911658,0.935614
706,negotiation with chinese,70,-1,true,239,sogou,43770,0.0,0.0
708,mobile advertising china,30,63,false,15,chinese advertising,1490,0.842173,0.968289
709,douyin registration,30,38,false,39,douyin,119660,0.726263,0.714357
714,is bilibili chinese youtube,50,33,false,14,what is bilibili,2260,0.503518,0.909239
715,chinese streaming apps,50,42,false,35,chinese streaming platforms,3380,0.587596,0.741336
716,what is heytea,70,53,false,61,imported spirits,18360,0.418021,0.9118
717,china social media platforms,70,35,false,107,chinese social media,16720,1.0,0.976552
719,bilibili vs youtube,50,33,false,14,what is bilibili,2260,1.0,0.909239
721,chinese video platforms,50,41,false,12,chinese video sites,1000,1.0,1.0
723,chinese youtube equivalent,170,36,false,28,youtube of china,4150,1.0,0.773399
724,china social commerce,20,35,false,107,chinese social media,16720,0.646756,0.976552
725,rednote advertising,110,16,false,28,rednote chinese name,5400,1.0,0.63899
728,weibo meaning,320,24,false,55,weidian,12300,1.0,0.896853
729,china social network,50,35,false,107,chinese social media,16720,1.0,0.976552
731,streaming services in china,50,42,false,35,chinese streaming platforms,3380,0.656402,0.741336
732,popular chinese social media apps,40,35,false,107,chinese social media,16720,1.0,0.976552
733,what is the chinese youtube,90,36,false,28,youtube of china,4150,0.552068,0.773399
735,popular social media apps in china,30,35,false,107,chinese social media,16720,1.0,0.976552
736,chinese social media network,40,35,false,107,chinese social media,16720,1.0,0.976552
737,chinese social media networks,40,35,false,107,chinese social media,16720,1.0,0.976552
740,sites like taobao,110,12,false,47,taobao mall,19270,0.469963,0.622651
741,how to sell online in china,50,39,false,14,what do we sell to china,1000,0.663921,0.916743
744,top 10 china social media,30,35,false,107,chinese social media,16720,1.0,0.976552
745,wechat sellers,30,28,false,182,hylink,55540,1.0,0.981933
746,famous social media in china,40,35,false,107,chinese social media,16720,1.0,0.976552
748,chinese social websites,110,35,false,107,chinese social media,16720,1.0,0.976552
750,chinese generation z,40,46,false,18,baozun,1760,1.0,1.0
751,china's e commerce market,50,52,false,76,china cross,12460,0.985856,0.704906
752,chinese social media company,20,35,false,107,chinese social media,16720,1.0,0.976552
754,chinese social media apps,480,35,false,107,chinese social media,16720,1.0,0.976552
755,china top social media,30,35,false,107,chinese social media,16720,1.0,0.976552
757,wechat agency,40,28,false,182,hylink,55540,1.0,0.981933
758,social app in china,110,35,false,107,chinese social media,16720,1.0,0.976552
765,e commerce company in china,90,52,false,76,china cross,12460,1.0,0.704906
767,chinese e-commerce,320,52,false,76,china cross,12460,0.861161,0.704906
768,chinese e-commerce companies,140,52,false,76,china cross,12460,0.861161,0.704906
770,china e-commerce companies,140,52,false,76,china cross,12460,1.0,0.704906
771,chinese e commerce company,140,52,false,76,china cross,12460,0.861161,0.704906
772,e commerce chinese,320,52,false,76,china cross,12460,1.0,0.704906
775,chinese ecommerce,320,52,false,76,china cross,12460,0.861161,0.704906
778,chinese marketplaces,110,54,false,15,chinese marketplace app,2030,1.0,0.939107
784,tmo group,40,11,false,36,tmall site,21260,0.657016,0.781541
785,chinese e commerce platforms,50,52,false,76,china cross,12460,0.524158,0.704906
790,mobile advertising in china,30,63,false,15,chinese advertising,1490,0.826612,0.968289
792,culture of food in china,210,-1,true,239,sogou,43770,0.0,0.0
797,baidu seo optimization,480,10,false,17,baidu seo optimization,4080,1.0,0.824796
799,web agency china,30,64,false,23,digital marketing agency in china,2240,0.414972,0.882914
801,selling in china,90,39,false,14,what do we sell to china,1000,1.0,0.916743
805,chinese seo,90,4,false,13,search engine optimization china,2590,1.0,0.98599
807,digital marketing in china,140,64,false,23,digital marketing agency in china,2240,1.0,0.882914
808,china distributors,140,-1,true,239,sogou,43770,0.0,0.0
810,douyin search,140,38,false,39,douyin,119660,0.788173,0.714357
812,baidu account,90,6,false,15,baidu registration,1050,1.0,0.901863
815,what does the color green mean in china,50,1,false,26,what does the color red symbolize in china,2640,0.964542,0.894708
816,china alcohol consumption,30,53,false,61,imported spirits,18360,1.0,0.9118
817,does tiktok exist in china,20,15,false,39,china's tiktok,12770,1.0,0.717361
819,tmall international,50,11,false,36,tmall site,21260,1.0,0.781541
824,wechat agency china,40,28,false,182,hylink,55540,1.0,0.981933
825,how to advertise on baidu,20,14,false,21,baidu tieba,3970,1.0,0.998668
826,douyin trends,30,38,false,39,douyin,119660,1.0,0.714357
827,tmall international website,50,11,false,36,tmall site,21260,0.842603,0.781541
828,chinese consumers behavior,20,50,false,29,what is 996 culture,1920,1.0,0.582862
830,wechat live stream,320,28,false,182,hylink,55540,0.912318,0.981933
834,china stream,110,42,false,35,chinese streaming platforms,3380,1.0,0.741336
836,wechat enterprise,50,28,false,182,hylink,55540,1.0,0.981933
837,xiaohongshu terms of service,10,32,false,45,xiaohongshu,78650,1.0,0.660984
839,wechat profiles,50,28,false,182,hylink,55540,1.0,0.981933
840,data protection china,30,22,false,17,chinese data privacy laws,990,1.0,0.895423
841,china pipl,210,23,false,22,fliggy,6960,0.185125,0.603641
843,chinese e-commerce market share,30,52,false,76,china cross,12460,0.746484,0.704906
845,group chat on wechat,50,28,false,182,hylink,55540,1.0,0.981933
848,consulting china,30,30,false,33,guanxi,4300,1.0,0.657557
850,wechat for company,50,28,false,182,hylink,55540,1.0,0.981933
852,alipay mini apps,50,27,false,22,wechat mini programs,2410,0.991609,0.832545
855,china data protection,30,22,false,17,chinese data privacy laws,990,1.0,0.895423
861,taobao live streaming,30,12,false,47,taobao mall,19270,0.368781,0.622651
865,sales 11/11,320,20,false,28,11-11 day,4080,1.0,0.726205
866,live streaming in chinese,50,42,false,35,chinese streaming platforms,3380,1.0,0.741336
885,what is wechat official account,30,28,false,182,hylink,55540,1.0,0.981933
888,douyin social media,70,38,false,39,douyin,119660,0.866854,0.714357
892,chinese marketplace online,260,54,false,15,chinese marketplace app,2030,1.0,0.939107
893,koc meaning business,30,55,false,25,wofe,3350,1.0,0.756131
896,xiao hong shu marketing,50,31,false,17,xiao hong shu,112970,0.96571,0.931252
897,douyin pay,140,38,false,39,douyin,119660,1.0,0.714357
898,wechat id examples,90,28,false,182,hylink,55540,1.0,0.981933
899,wechat stores,50,28,false,182,hylink,55540,1.0,0.981933
903,how to get china tiktok,90,15,false,39,china's tiktok,12770,0.704887,0.717361
904,wechat news,170,28,false,182,hylink,55540,1.0,0.981933
906,taobao food,40,12,false,47,taobao mall,19270,0.645473,0.622651
910,douyin profile,50,38,false,39,douyin,119660,1.0,0.714357
913,wechat food,30,28,false,182,hylink,55540,0.685498,0.981933
915,bilibili chinese youtube,70,33,false,14,what is bilibili,2260,1.0,0.909239
916,billy billy chinese youtube,70,36,false,28,youtube of china,4150,0.723541,0.773399
918,wechat applet,110,27,false,22,wechat mini programs,2410,0.617977,0.832545
920,chinese influencer,480,3,false,22,chinese influencers,2450,1.0,0.810303
924,china online advertising,20,63,false,15,chinese advertising,1490,1.0,0.968289
926,social media in china,590,35,false,107,chinese social media,16720,1.0,0.976552
927,little red book restaurant,70,17,false,48,what is little red book,8520,1.0,0.937275
